position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1,-0.14,1,1,0,0,0
1,-0.138,1,1,0,0,0
1,-0.136,1,1,0,0,0
1,-0.134,1,1,0,0,0
1,-0.132,1,1,0,0,0
1,-0.13,1,1,0,0,0
1,-0.128,1,1,0,0,0
1,-0.126,1,1,0,0,0
1,-0.124,1,1,0,0,0
1,-0.122,1,1,0,0,0
1,-0.12,1,1,0,0,0
1,-0.118,1,1,0,0,0
1,-0.116,1,1,0,0,0
1,-0.114,1,1,0,0,0
1,-0.112,1,1,0,0,0
1,-0.11,1,1,0,0,0
1,-0.108,1,1,0,0,0
1,-0.106,1,1,0,0,0
1,-0.104,1,1,0,0,0
1,-0.102,1,1,0,0,0
1,-0.1,1,1,0,0,0
1,-0.098,1,1,0,0,0
1,-0.096,1,1,0,0,0
1,-0.094,1,1,0,0,0
1,-0.092,1,1,0,0,0
1,-0.09,1,1,0,0,0
1,-0.088,1,1,0,0,0
1,-0.086,1,1,0,0,0
1,-0.084,1,1,0,0,0
1,-0.082,1,1,0,0,0
1,-0.08,1,1,0,0,0
1,-0.078,1,1,0,0,0
1,-0.076,1,1,0,0,0
1,-0.074,1,1,0,0,0
1,-0.072,1,1,0,0,0
1,-0.07,1,1,0,0,0
1,-0.068,1,1,0,0,0
1,-0.066,1,1,0,0,0
1,-0.064,1,1,0,0,0
1,-0.062,1,1,0,0,0
1,-0.06,1,1,0,0,0
1,-0.058,1,1,0,0,0
1,-0.056,1,1,0,0,0
1,-0.054,1,1,0,0,0
1,-0.052,1,1,0,0,0
1,-0.05,1,1,0,0,0
1,-0.048,1,1,0,0,0
1,-0.046,1,1,0,0,0
1,-0.044,1,1,0,0,0
1,-0.042,1,1,0,0,0
1,-0.04,1,1,0,0,0
1,-0.038,1,1,0,0,0
1,-0.036,1,1,0,0,0
1,-0.034,1,1,0,0,0
1,-0.032,1,1,0,0,0
1,-0.03,1,1,0,0,0
1,-0.028,1,1,0,0,0
1,-0.026,1,1,0,0,0
1,-0.024,1,1,0,0,0
1,-0.022,1,1,0,0,0
1,-0.02,1,1,0,0,0
1,-0.018,1,1,0,0,0
1,-0.016,1,1,0,0,0
1,-0.014,1,1,0,0,0
1,-0.012,1,1,0,0,0
1,-0.01,1,1,0,0,0
1,-0.008,1,1,0,0,0
1,-0.006,1,1,0,0,0
1,-0.004,1,1,0,0,0
1,-0.002,1,1,0,0,0
1,0,1,1,0,0,0
1,0.002,1,1,0,0,0
1,0.004,1,1,0,0,0
1,0.006,1,1,0,0,0
1,0.008,1,1,0,0,0
1,0.01,1,1,0,0,0
1,0.012,1,1,0,0,0
1,0.014,1,1,0,0,0
1,0.016,1,1,0,0,0
1,0.018,1,1,0,0,0
1,0.02,1,1,0,0,0
1,0.022,1,1,0,0,0
1,0.024,1,1,0,0,0
1,0.026,1,1,0,0,0
1,0.028,1,1,0,0,0
1,0.03,1,1,0,0,0
1,0.032,1,1,0,0,0
1,0.034,1,1,0,0,0
1,0.036,1,1,0,0,0
1,0.038,1,1,0,0,0
1,0.04,1,1,0,0,0
1,0.042,1,1,0,0,0
1,0.044,1,1,0,0,0
1,0.046,1,1,0,0,0
1,0.048,1,1,0,0,0
1,0.05,1,1,0,0,0
1,0.052,1,1,0,0,0
1,0.054,1,1,0,0,0
1,0.056,1,1,0,0,0
1,0.058,1,1,0,0,0
